X,created_at,full_text,likes_count,mentioning_users.0,mentioning_users.1,mentioning_users.2,mentioning_users.3,mentioning_users.4,mentioning_users.5,mentioning_users.6,mentioning_users.7,mentioning_users.8,mentioning_users.9,mentioning_users.10,mentioning_users.11,mentioning_users.12,mentioning_users.13,mentioning_users.14,mentioning_users.15,played_count,quotes_count,replies_count,replying_to.0,replying_to.1,replying_to.2,replying_to.3,replying_to.4,replying_to.5,replying_to.6,replying_to.7,replying_to.8,replying_to.9,replying_to.10,replying_to.11,replying_to.12,replying_to.13,replying_to.14,replying_to.15,replying_to.16,replying_to.17,replying_to.18,replying_to.19,replying_to.20,replying_to.21,replying_to.22,replying_to.23,replying_to.24,replying_to.25,replying_to.26,replying_to.27,replying_to.28,replying_to.29,replying_to.30,replying_to.31,replying_to.32,replying_to.33,replying_to.34,replying_to.35,replying_to.36,replying_to.37,replying_to.38,replying_to.39,replying_to.40,replying_to.41,replying_to.42,replying_to.43,replying_to.44,replying_to.45,replying_to.46,replying_to.47,retweeted_by,retweets_count,tweet_hashtags.0,tweet_hashtags.1,tweet_hashtags.2,tweet_hashtags.3,tweet_hashtags.4,tweet_hashtags.5,tweet_hashtags.6,tweet_hashtags.7,tweet_hashtags.8,tweet_hashtags.9,tweet_hashtags.10,tweet_hashtags.11,tweet_hashtags.12,tweet_hashtags.13,tweet_hashtags.14,tweet_hashtags.15,tweet_hashtags.16,tweet_hashtags.17,tweet_hashtags.18,tweet_hashtags.19,tweet_hashtags.20,tweet_hashtags.21,tweet_hashtags.22,tweet_hashtags.23,tweet_id,tweet_links.0,tweet_links.1,tweet_links.2,tweet_links.3,url,user_is_verified,user_name,language,engagement
36,Fri May 12 19:54:00 +00:00 2023,may womens healthcare month one step woman people uterus take protect health get hpv vaccine get regular pap test hpv gardasil hpvvaccineeducation cancerprevention,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#hpv,#gardasil,#hpvvaccineeducation,#cancerprevention,,,,,,,,,,,,,,,,,,,,,1.6571119106454856e+18,,,,,https://twitter.com/SRHSigHealth/status/1657111910645485596,False,5cfc7d9b,en,0
38,Wed Aug 30 17:37:00 +00:00 2023,ni injection informezvous gardasil cervarix nevousconformezpas,8,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,#InformezVous,#Gardasil,#Cervarix,#NeVousConformezPas,,,,,,,,,,,,,,,,,,,,,1.6969402501849623e+18,,,,,https://twitter.com/AssociationPEC/status/1696940250184962419,False,a7587ab3,en,15
46,Fri Aug 04 21:00:00 +00:00 2023,experiencing heartproblems ovariancysts etc gardasil hpv vaccine shelby thomson created world first unvaccinateddating site join faithfulfreedom teryn gregson discus full eprumblecomvetunvaccina,6,7110b295,f06f231a,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"#heartproblems,",#ovariancysts,#Gardasil,#HPV,"#vaccine,",#unvaccinateddating,#FaithfulFreedom,,,,,,,,,,,,,,,,,,1.6875690981153667e+18,https://rumble.com/v34e65t-unvaccinated-dating-breastmilk-and-blood-donations.-parental-rifts-over-vax.html,,,,https://twitter.com/teryngregson/status/1687569098115366912,False,4d6af5c1,en,9
53,Sat May 06 09:54:00 +00:00 2023,merckco worldwide sale gardasil usd q stoncologycomblogqqu,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#Merck&Co,#GARDASIL,,,,,,,,,,,,,,,,,,,,,,,1.654786726131368e+18,https://www.1stoncology.com/blog/10-q-quarterly-report-sections-1315d1234631081,,,,https://twitter.com/1stOncology/status/1654786726131367938,False,6d289c6d,en,0
69,Sun Apr 30 10:32:00 +00:00 2023,merck beat firstquarter expectation keytruda gardasil strength merck mercknews cancer financialresults keytruda gardasil hpvvaccine molnupiravir lagevrio qresults medicaldialoguesinnewsind,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#Merck,#Mercknews,#cancer,#financialresults,#keytruda,#Gardasil,#HPVvaccine,#molnupiravir,#Lagevrio,#q1results,,,,,,,,,,,,,,,1.6526218774945667e+18,https://medicaldialogues.in/news/industry/pharma/merck-beats-first-quarter-expectations-on-keytruda-gardasil-strength-110740?utm_campaign=pubshare&utm_source=Twitter&utm_medium=3246541758&utm_content=scheduled-link&utm_id=212,,,,https://twitter.com/medicaldialogs/status/1652621877494566915,True,18a0009c,en,0
75,Wed Jun 07 17:53:00 +00:00 2023,thats zuckerberg wife priscilla chan pediatrician back needle car vaxxedii harm gardasil vaccine caused child political cartoon way covid he known bread buttered long ago,4,,,,,,,,,,,,,,,,,0,0,0,2116620a,e6993826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,#VaxxedII,#gardasil,,,,,,,,,,,,,,,,,,,,,,,1.666503660132606e+18,,,,,https://twitter.com/and_kell/status/1666503660132605954,False,8069e7af,en,6
78,Fri May 26 06:31:00 +00:00 2023,prevent hpv gardasil three separate dos needed age available theshotnurse preventhpv gardasil vaccinate,1,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#TheShotNurse.,#PreventHPV,#Gardasil,#Vaccinate,,,,,,,,,,,,,,,,,,,,,1.6619833179383887e+18,,,,,https://twitter.com/Shot_Nurse/status/1661983317938388992,False,920fb328,en,1
81,Wed Mar 29 13:55:00 +00:00 2023,gardasil vkcomwall,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#Gardasil,,,,,,,,,,,,,,,,,,,,,,,,1.641076571678167e+18,https://vk.com/wall684461573_2307,,,,https://twitter.com/Jaber0356Janick/status/1641076571678167042,False,c6992b0f,en,0
82,Sun May 28 22:45:00 +00:00 2023,mfacebookcomstoryphpstothe gardasil shot remember marketed safe effective encouraged kid woman men age prevent prevalent strain human papilloma virus genital wart supposedly say cause cervical cancer cause cervical cancer neurological injury infertility among thing go childrenshealthdefenseorgn find safe effective vaccine deadly yet fda pulled vaccine u market killed injured ten thousand people fda approved grandparent vaccine gardasil market vax safe effective like first one sold world annual death cervical cancer u people death rate gardasils clinical trial x death cervical cancer addition dramatically affect fertility trial gardasil gardasil showed miscarriage rate respectively contain polysorbate borax two chemical known cause infertility animal used deadly chemical neurotoxic aluminum adjuvant called aahs trial gardasil called placebo placebo supposed saline exercise something harm guess used placebo gardasil trial used first gardasil shot pulled u market death injury called placebo doctor read study read summary study often doesnt even get close matching data ie pfizer tried keep mrna gene therapy shot pfizertrial hidden confidential year think pfizer trial data show miscarriage rate totally safe effective course billgates heavily involved funding trial manipulation marketing via center global development worked closely ccp cgdevorgbloggatesfundsn biggest donor center global development thebillandmelindagatesfoundation course cfgd founded accomplish un agenda say clearly website via page go principledpracticecomblog understand true history cdc nih wakeupamerica luciferian depopulation billgatesisevil newworldorder merck medicalfraud healthcaredeaths antivaxxer rn vaccinesafetyadvocate learned ushealthcare industry heavily corrupted health life often priority sarah lawton rn bsn ccm,8,,,,,,,,,,,,,,,,,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,#Gardasil,#Pfizertrial,#BillGates,#CCP,#WHO.,"#TheBillandMelindaGatesFoundation,",#UN2030,#CDC,#NIH.,#WakeUpAmerica,#luciferian,#depopulation,#billgatesisevil,#NewWorldOrder,#Merck,#MedicalFraud,#healthcaredeaths,"#vaccinesafetyadvocate,",#ushealthcare,,,,,,1.662953328186204e+18,https://m.facebook.com/story.php?story_fbid=pfbid02jAbEGgK9JnLNgVNBLtzkzVGuR16xXw4u8GfCMCkdb53CrZnSXVoGR7wqEHrQUCCSl&id=1788567372&sfnsn=mo&mibextid=6aamW6,http://childrenshealthdefense.org/news/25-reasons-to-avoid-the-gardasil-vaccine/,http://Cgdev.org/blog/gates-funds-new-hpv-vaccine-program-path,http://principled-practice.com/blog,https://twitter.com/SarahLawtonRN/status/1662953328186204163,True,70b79133,en,12
83,Sat Apr 22 15:46:00 +00:00 2023,rfkjr gardasil many thing im going say today would slanderous true theyre true merck sue merck wont wont bkz u truth absolute defense slander childrenshealthdefenseorgn,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"#RFKJr.,",#Gardasil,,,,,,,,,,,,,,,,,,,,,,,1.6498018743657185e+18,https://childrenshealthdefense.org/news/25-reasons-to-avoid-the-gardasil-vaccine/,,,,https://twitter.com/MimsInNE/status/1649801874365718528,False,c174c064,en,0
84,Tue Jul 11 17:55:00 +00:00 2023,rumblecomvfbkewjonathan jonathan irwin founder jackjill foundation jonathan irwin explains gardasil hpv vaccine injured daughter hse ireland done nothing helpvaxxedireland,0,ee72a09a,376bd7d5,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#Gardasil,#VaxxedIreland,,,,,,,,,,,,,,,,,,,,,,,1.6788253509255452e+18,https://rumble.com/v2fbkew--jonathan-irwin-in-ireland-gardasil-.html,,,,https://twitter.com/Rebecca24117054/status/1678825350925545476,False,856b07b6,en,0
87,Wed May 10 16:04:00 +00:00 2023,cancer merck state gardasil contains viral dna tested positive hpv dna foundsane vax fda recombinant hpv dna found multiple sample gardasil sanevaxorgsanevaxtofda,0,,,,,,,,,,,,,,,,,0,0,0,24596538,4924cffb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#Gardasil,,,,,,,,,,,,,,,,,,,,,,,,1.6563293333494538e+18,https://sanevax.org/sane-vax-to-fda-recombinant-hpv-dna-found-in-multiple-samples-of-gardasil/,,,,https://twitter.com/Kelli7997Kelli/status/1656329333349453830,False,60848c1f,en,0
91,Thu May 18 18:25:00 +00:00 2023,data gardasil available educate,2,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,#Gardasil,,,,,,,,,,,,,,,,,,,,,,,,1.6592640107037614e+18,,,,,https://twitter.com/lissnup/status/1659264010703761408,False,b6409b6a,en,3
97,Tue Jul 25 01:59:00 +00:00 2023,antivax stance gardasil daughter may become promiscuous unlike joyce australian christian lobby conference best protection girl get secure relationship loving husband newscomaulifestylerelati,0,,,,,,,,,,,,,,,,,0,0,0,f75dc56d,d57e9c0e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,#Gardasil,#Joyce:,,,,,,,,,,,,,,,,,,,,,,,1.6836582236166595e+18,https://www.news.com.au/lifestyle/relationships/marriage/the-comments-coming-back-to-haunt-barnaby-joyce/news-story/816edfc4ceb042435f80267ebd64cd8e,,,,https://twitter.com/FaradaysRider/status/1683658223616659458,False,5c600771,en,1
99,Tue Apr 18 19:58:00 +00:00 2023,diagnosed pot premature ovarian failure side effect receiving gardasil hpv vaccine may able pursue compensation filing legal claim gardasil hpv hpvvaccine hpvawareness gardasilreaction wisnerbaumcomblogapr,1,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,#Gardasil,#HPV,#hpvvaccine,#hpvawareness,#gardasilreaction,,,,,,,,,,,,,,,,,,,,1.648415813421142e+18,https://www.wisnerbaum.com/blog/2023/april/how-to-file-an-hpv-vaccine-lawsuit/,,,,https://twitter.com/WisnerBaum/status/1648415813421142016,False,35be2b85,en,3
104,Wed Jun 07 15:55:00 +00:00 2023,thank truthful discussion hpv gardasil openspotifycomepisodex,4,22a00727,,,,,,,,,,,,,,,,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,#hpv,#gardasil,,,,,,,,,,,,,,,,,,,,,,,1.66647398797765e+18,https://open.spotify.com/episode/74xE0njNcLa1OYrr7jTmbq?si=XE_FoYJ4S6SAWBQOOJKMeA&context=spotify%3Ashow%3A0awxEJH88Xur0GHXuteBLw,,,,https://twitter.com/ThinkerMichelle/status/1666473987977650187,True,6c9ebe87,en,9
105,Wed May 10 16:00:00 +00:00 2023,first horror story ive heard gardasil v read day child died receiving skip one dont promiscuousgardasil,0,72d7efa7,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#gardasil,,,,,,,,,,,,,,,,,,,,,,,,1.656328245623636e+18,,,,,https://twitter.com/quiltmaker49/status/1656328245623635969,False,c15447ba,en,0
108,Sun Jul 09 12:20:00 +00:00 2023,typical letter young woman injured gardasil injury like many manifold complex lifealtering lupus rheumatoid arthritis raynauds potsibs etc cervical cancer requiring hysterectomy age childrenshealthdefenseorgd,0,,,,,,,,,,,,,,,,,0,0,0,cd5448e4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#Gardasil.,,,,,,,,,,,,,,,,,,,,,,,,1.6780161714198692e+18,https://childrenshealthdefense.org/defender/new-book-corruption-hpv-vaccines-injuries/,,,,https://twitter.com/ChristRescues/status/1678016171419869184,False,0ccf6b6d,en,0
113,Wed Aug 16 21:45:00 +00:00 2023,lawyer join u tomorrow gardasil hpv vaccine litigation update presenter tracy turner pendley baudin coffin andrew downing downing allison jorgenson bijan esfandiari stephanie sherman wisner baum,1,487b9cd6,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#Gardasil,#HPV,,,,,,,,,,,,,,,,,,,,,,,1.6919291652919913e+18,,,,,https://twitter.com/WisnerBaum/status/1691929165291991440,False,35be2b85,en,1
115,Tue Aug 08 20:40:00 +00:00 2023,reminder required virginia school abstinence condom cville uva gardasil,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#Cville,#UVA,#gardasil,,,,,,,,,,,,,,,,,,,,,,1.6890138091663278e+18,,,,,https://twitter.com/CvilleBubble/status/1689013809166327808,False,5c884d2b,en,0
118,Thu May 18 18:25:00 +00:00 2023,data gardasil available educate,1,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,#Gardasil,,,,,,,,,,,,,,,,,,,,,,,,1.659264007084155e+18,,,,,https://twitter.com/lissnup/status/1659264007084154965,False,b6409b6a,en,3
129,Sun Jun 11 12:45:00 +00:00 2023,gardasil,0,a7587ab3,a48203ee,6f4cf129,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#Gardasil,,,,,,,,,,,,,,,,,,,,,,,,1.6678756395656643e+18,,,,,https://twitter.com/JaneOfArc6/status/1667875639565664256,False,7086e2aa,en,0
132,Sun Jul 09 12:13:00 +00:00 2023,want justice son suffered mightily merck never told u serious adverse effect possible want accountability acknowledgment theyve done wronghpv gardasil bigpharmachildrenshealthdefenseorgd,0,,,,,,,,,,,,,,,,,0,0,0,cd5448e4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#HPV,#Gardasil,#BigPharma,,,,,,,,,,,,,,,,,,,,,,1.678014389801177e+18,https://childrenshealthdefense.org/defender/noah-foley-wrongful-death-lawsuit-gardasil-vaccine/,,,,https://twitter.com/ChristRescues/status/1678014389801177091,False,0ccf6b6d,en,0
134,Thu May 04 18:39:00 +00:00 2023,stoptheshots vaccineinjuries vaccinesideeffects cancer cancerresearch cancerawareness gardasil,2,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,#StopTheShots,#vaccineinjuries,#VaccineSideEffects,#Cancer,#CancerResearch,#cancerawareness,#gardasil,,,,,,,,,,,,,,,,,,1.6541939738277192e+18,,,,,https://twitter.com/Paul__Rasmussen/status/1654193973827719187,False,f76378bd,en,4
137,Wed May 10 15:45:00 +00:00 2023,merck state gardasil contains viral dna tested positive hpv dna foundsane vax fda recombinant hpv dna found multiple sample gardasil sanevaxorgsanevaxtofda,0,,,,,,,,,,,,,,,,,0,0,0,60848c1f,4924cffb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#Gardasil,,,,,,,,,,,,,,,,,,,,,,,,1.6563245722145997e+18,https://sanevax.org/sane-vax-to-fda-recombinant-hpv-dna-found-in-multiple-samples-of-gardasil/,,,,https://twitter.com/Kelli7997Kelli/status/1656324572214599681,False,60848c1f,en,0
143,Wed Jun 21 06:23:00 +00:00 2023,gardasil merck vaccineinjuries childrenshealthdefenseorgd,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#gardasil,#Merck,#vaccineinjuries,,,,,,,,,,,,,,,,,,,,,,1.6714033962834043e+18,https://childrenshealthdefense.org/defender/injured-merck-gardasil-hpv-vaccine-case/,,,,https://twitter.com/nomedicmandates/status/1671403396283404289,False,c63e8724,en,0
144,Sun May 14 08:22:00 +00:00 2023,diane harper lead gardasil researcher fact skepticalraptorcomskeptica,2,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#Gardasil,,,,,,,,,,,,,,,,,,,,,,,,1.6576626060714555e+18,http://www.skepticalraptor.com/skepticalraptorblog.php/diane-harper-lead-gardasil-researcher-facts/,,,,https://twitter.com/debunkdenialism/status/1657662606071455746,False,885d7d9e,en,2
147,Wed Aug 02 01:47:00 +00:00 2023,filed initial patent application lifesaving gardasil vaccine year ago hpvvaccine developed potential eliminate cervicalcancer worldwide read tinyurlcomnrrn,2,33d7ad43,8aac2727,c8f9fa77,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,#Gardasil,#hpvvaccine,#cervicalcancer,,,,,,,,,,,,,,,,,,,,,,1.686554324401623e+18,https://tinyurl.com/nr3r84n7,,,,https://twitter.com/UniQuestUQ/status/1686554324401623040,False,eb71aefa,en,5
150,Tue Apr 04 18:41:00 +00:00 2023,another testimony much extremely safe notextremelysafe gardasil hb txlege,5,631ae441,,,,,,,,,,,,,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,#NotExtremelySafe,#Gardasil,#HB989,#txlege,,,,,,,,,,,,,,,,,,,,,1.64332282108117e+18,,,,,https://twitter.com/TXforVaxChoice/status/1643322821081169920,True,0f3e9762,en,10
152,Fri Mar 31 15:36:00 +00:00 2023,corvelvas gardasil chemical compositiondrivegooglecomopenidvw,0,,,,,,,,,,,,,,,,,0,0,0,60848c1f,4ce74afe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#GARDASIL,,,,,,,,,,,,,,,,,,,,,,,,1.641826744838799e+18,https://drive.google.com/open?id=1vWln5OD9ySYyjnY_OHM_TkFPxoaRK08K,,,,https://twitter.com/Kelli7997Kelli/status/1641826744838799361,False,60848c1f,en,0
154,Tue Apr 18 00:26:00 +00:00 2023,start making pharmaceutical company liable killing maiming child gardasil dtap,0,,,,,,,,,,,,,,,,,0,0,0,5dd4da28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#Gardasil,#dtap,,,,,,,,,,,,,,,,,,,,,,,1.6481207627866317e+18,,,,,https://twitter.com/AnthonyColalilo/status/1648120762786631680,False,0a6c85c8,en,0
